Yearly info for Jeezy,Frequency
2012,"{'yo': 3, 'cherie': 4, 'we': 34, 'here': 15, '5': 1, 'oclock': 1, 'in': 29, 'the': 101, 'morning': 1, 'might': 6, 'be': 18, '3': 3, 'though': 2, 'i': 174, 'said': 21, 'see': 12, 'some': 8, 'ladies': 4, 'tonight': 7, 'marrymarry': 3, 'gone': 5, 'off': 3, 'belvey': 3, 'and': 39, 'tron': 3, 'its': 12, 'too': 10, 'scaryscary': 3, 'baby': 8, 'you': 72, 'can': 9, 'have': 7, 'whatever': 3, 'like': 21, 'tooth': 3, 'fairy': 3, 'ill': 5, 'do': 90, 'anything': 4, 'to': 59, 'leave': 3, 'with': 21, 'know': 30, 'now': 8, 'what': 11, 'it': 21, 'is': 11, 'homegirl': 1, 'aint': 22, 'got': 11, 'a': 43, 'clue': 1, 'if': 10, 'get': 70, 'open': 4, 'all': 9, 'things': 2, 'that': 19, 'would': 4, 'smack': 1, 'up': 31, 'flip': 1, 'down': 6, 'weigh': 1, 'break': 1, 'lean': 1, 'ya': 6, 'side': 1, 'yeah': 10, 'ask': 2, 'whos': 1, 'daddy': 1, 'even': 2, 'gotta': 3, 'your': 21, 'eyes': 3, 'looking': 3, 'at': 13, 'my': 22, 'when': 6, 'was': 7, 'cooking': 1, 'guess': 3, 'love': 10, 'first': 3, 'sight': 1, 'eye': 1, 'contact': 2, 'remember': 1, 'night': 4, 'met': 1, 'caught': 1, 'shes': 4, 'ride': 3, 'or': 5, 'die': 2, 'us': 4, 'against': 1, 'world': 2, 'both': 1, 'hustlin': 2, 'so': 18, 'our': 2, 'mustve': 1, 'had': 1, 'much': 2, 'drink': 1, 'im': 27, 'gmode': 1, 'repeat': 1, 'after': 2, 'me': 31, 'cause': 1, 'gcode': 1, 'promise': 2, 'locked': 1, 'youll': 3, 'come': 1, 'pay': 1, 'bond': 1, 'hear': 1, 'niggas': 21, 'plotting': 1, 'on': 17, 'ring': 1, 'alarm': 1, 'everytime': 1, 'give': 5, 'gon': 9, 'bomb': 1, 'these': 10, 'unlucky': 1, 'streets': 2, 'youre': 2, 'lucky': 1, 'charm': 1, 'man': 5, 'boy': 1, 'cold': 2, 'him': 7, 'blanket': 1, 'oh': 2, 'vito': 1, 'treat': 1, 'this': 12, 'game': 2, 'ideal': 1, 'honor': 1, 'code': 1, 'not': 1, 'bring': 1, 'drama': 1, 'mamas': 1, 'peephole': 1, 'lifes': 1, 'bitch': 7, 'but': 6, 'only': 1, 'ow': 2, 'laadee': 1, 'dos': 1, 'lets': 39, 'mercedes': 1, 'tie': 1, 'knot': 1, 'grab': 1, 'pot': 1, 'make': 4, 'back': 2, 'dont': 16, 'who': 4, 'threw': 1, 'bouquet': 1, 'walk': 1, 'aisle': 1, 'faithfully': 1, 'cut': 1, 'cake': 1, 'for': 9, 'jayz': 1, 'take': 2, 'unlawful': 1, 'lady': 1, 'hold': 1, 'til': 8, 'task': 1, 'force': 1, 'roll': 2, 'hug': 1, 'her': 9, 'every': 4, 'corner': 1, 'ash': 1, 'from': 8, 'until': 1, 'ive': 1, 'amassed': 1, 'fortune': 1, 'cash': 2, 'foldfold': 1, 'fold': 1, 'under': 1, 'pressure': 1, 'never': 3, 'ever': 4, 'everever': 1, 'secrets': 1, 'treasure': 1, 'better': 1, 'worse': 1, 'always': 1, 'death': 1, 'part': 1, 'pull': 2, 'hearse': 1, 'verse': 1, 'nothings': 1, 'more': 2, 'attractive': 1, 'than': 2, 'heavy': 1, 'praying': 1, 'woman': 1, 'those': 1, 'them': 9, 'been': 2, 'defecating': 1, 'ughh': 1, 'sense': 1, 'heaven': 1, 'andre': 1, 'omen': 1, 'hell': 2, 'save': 1, 'bail': 1, 'crazy': 1, 'tell': 13, 'of': 10, 'middle': 2, 'club': 12, 'where': 4, 'words': 1, 'tend': 1, 'thrown': 1, 'around': 3, 'lightly': 1, 'likelike': 1, 'friend': 1, 'rock': 1, 'star': 1, 'sos': 1, 'genius': 2, 'vow': 1, 'utter': 1, 'unless': 1, 'mean': 1, 'proud': 1, 'mother': 1, 'ooohh': 1, 'mommas': 1, 'sweet': 1, 'just': 15, 'juicy': 1, 'fruit': 1, 'fall': 6, 'far': 1, 'tree': 1, 'woopty': 1, 'woop': 1, 'want': 4, 'bleepty': 1, 'bleep': 1, 'nasty': 2, 'carpet': 1, 'bixby': 1, 'fresh': 2, 'one': 6, 'knee': 1, 'say': 5, 'float': 1, 'outta': 1, 'hot': 1, 'air': 1, 'balloon': 1, 'put': 3, 'butterfly': 1, 'lil': 1, 'cocoon': 1, 'maybe': 1, '2030': 1, 'shell': 4, 'nerdy': 2, 'whole': 8, 'swoon': 1, 'books': 1, 'cook': 1, 'look': 5, 'done': 3, 'being': 2, 'young': 3, 'dress': 1, 'well': 1, 'call': 13, '22': 2, 'tote': 1, 'laser': 1, 'version': 1, 'rip': 24, 'killed': 16, 'took': 8, 'patrón': 8, 'head': 14, 'almost': 8, 'thug': 8, 'high': 4, 'cant': 6, 'feel': 10, 'drugs': 4, 'many': 4, 'haters': 4, 'sitting': 4, 'brand': 1, 'new': 1, 'drop': 1, 'top': 1, 'rari': 1, 'bitches': 3, 'tired': 4, 'trial': 1, 'snitches': 1, 'hit': 1, 'city': 1, 'hood': 6, 'jump': 1, 'out': 4, 'stuntin': 7, 'cocaine': 1, 'cowboy': 1, 'shit': 2, '80s': 1, 'nigga': 21, 'think': 5, 'he': 5, 'slick': 1, 'rick': 1, 'dana': 1, 'dane': 1, 'rakim': 1, 'something': 1, 'his': 1, 'chain': 1, 'ysl': 1, 'toe': 1, 'doug': 1, 'e': 1, 'came': 3, 'play': 1, 'mitchell': 1, 'ness': 1, 'any': 1, 'watch': 2, 'need': 5, 'attention': 1, 'ball': 5, 'bench': 1, 'going': 3, 'pockets': 1, 'extra': 1, 'big': 1, 'theyre': 1, 'samoan': 1, 'bad': 2, 'section': 1, 'let': 4, 'mell': 1, 'kick': 1, 'door': 1, 'pass': 1, 'jamaican': 1, 'pounds': 1, 'strapped': 1, 'haitians': 1, 'she': 7, 'good': 3, 'brains': 1, 'education': 1, 'drunker': 1, 'motherfucker': 2, 'heres': 1, 'situation': 1, '145': 1, 'am': 1, 'knob': 1, 'broken': 1, 'by': 2, 'time': 12, 'crib': 1, 'mall': 1, 'nerve': 1, 'highass': 1, 'molly': 1, 'ms': 1, 'berry': 1, 'halle': 1, 'pocket': 1, 'full': 1, 'dead': 1, 'prez': 1, 'attached': 1, 'girl': 1, 'jpeg': 1, 'party': 1, 'scene': 2, 'turn': 4, 'murder': 1, 'keep': 7, 'shitting': 1, 'potty': 1, 'train': 1, 'collard': 1, 'green': 1, 'gasoline': 1, 'promethazine': 1, 'life': 2, 'nothing': 1, 'g': 1, 'thing': 3, 'switch': 1, 'lanes': 1, 'brain': 1, 'hand': 1, 'gstring': 1, 'type': 4, 'thats': 5, 'built': 1, 'last': 2, 'fuck': 6, 'foot': 1, 'ass': 3, 'million': 1, 'stash': 1, 'stack': 1, 'money': 3, 'tall': 1, 'giraffe': 1, 'counting': 2, 'wassup': 1, 'lights': 1, 'heard': 6, 'poppin': 6, 'spot': 6, 'right': 59, 'dawg': 4, 'em': 20, 'broads': 5, 'bottles': 1, 'dawgs': 1, 'everybody': 2, 'switchin': 1, 'sides': 1, 'trust': 1, 'believe': 2, 'wanna': 4, 'whats': 3, 'discuss': 1, 'throw': 1, 'whip': 1, 'bus': 1, 'still': 2, 'enough': 2, 'huh': 2, 'mixed': 1, 'breed': 1, 'dick': 1, 'ten': 1, 'speed': 1, 'they': 8, 'change': 1, 'gear': 1, 'cheers': 1, 'livin': 1, 'major': 1, 'fuckin': 6, 'made': 1, 'block': 1, 'saved': 1, 'own': 1, 'folks': 1, 'knows': 1, 'raised': 1, 'kept': 1, 'hunnid': 1, 'start': 1, 'mel': 1, 'gibson': 1, 'braveheart': 1, 'low': 1, 'tight': 1, 'homie': 3, 'games': 2, 'hoes': 3, 'sparklers': 3, 'way': 6, 'blowin': 3, 'figures': 3, 'comin': 3, 'about': 5, 'how': 5, 'real': 6, 'claimin': 1, 'deal': 2, 'actin': 3, 'rico': 1, 'belly': 1, 'doin': 2, 'really': 2, 'pursuin': 1, 'ruined': 1, 'thought': 1, 'talk': 1, 'bet': 1, 'lookin': 1, 'broad': 1, 'day': 2, 'flashlight': 1, 'dull': 1, 'stay': 1, 'tryin': 2, 'find': 2, 'light': 1, 'three': 2, 'strikes': 1, 'rapped': 1, 'judge': 1, 'gave': 2, 'mics': 1, 'seen': 1, 'dykes': 1, 'why': 1, 'changed': 1, 'next': 1, 'grew': 1, 'everything': 2, 'decided': 1, 'express': 1, 'frustrations': 1, 'revolutions': 1, 'plan': 1, 'didnt': 1, 'least': 1, 'there': 1, 'happened': 1, 'alot': 1, 'people': 1, 'agreed': 1, 'happen': 1, 'voice': 1, 'spoke': 1, 'called': 1, 'el': 4, 'jefe': 3, 'go': 4, 'talking': 2, 'sick': 2, 'bullshit': 2, 'fed': 2, 'hatin': 2, 'another': 3, 'grown': 2, 'bread': 4, 'then': 4, 'timing': 1, 'watching': 1, 'since': 1, '04': 1, 'ours': 1, 'try': 1, 'word': 1, 'numbers': 1, 'lie': 1, 'spazzing': 1, 'hating': 1, 'trippin': 1, 'focused': 1, 'claim': 1, 'mine': 1, 'noticed': 1, 'ye': 1, 'yall': 1, 'understood': 1, 'partner': 1, 'charged': 1, 'thirty': 1, 'wanted': 2, '2': 1, 'birdy': 1, 'comes': 1, 'gettin': 1, 'kinda': 1, 'started': 1, '615': 1, '730': 1, 'subject': 1, 'goin': 1, 'ham': 1, 'opinions': 1, 'comments': 1, 'damn': 1, 'wasnt': 1, 'surprised': 1, 'enemies': 1, 'could': 2, 'odio': 1, 'their': 1, 'stomp': 1, 'accomplishments': 1, 'thank': 1, 'because': 2, 'without': 1, 'wouldnt': 1, 'no': 1, 'stand': 1, 'above': 1, 'gonna': 4, 'wont': 1, 'happy': 1, 'till': 1, 'same': 1, 'place': 1, 'as': 1, 'max': 1, 'b': 1, 'dog': 1, 'cats': 1, 'ghetto': 1, 'classy': 1, 'hate': 1, 'flashy': 1, 'broke': 1, 'ashy': 1, 'clothes': 1, 'week': 1, 'pac': 1, 'best': 1, 'opinionated': 1, 'guy': 2, 'forward': 1, 'thinking': 1, 'theres': 1, 'limit': 1, 'sky': 1, 'feeling': 2, 'fucking': 2, 'lames': 1, 'hope': 1, 'doubt': 1, 'knew': 2, 'nobody': 1, 'stop': 1, 'through': 1, 'point': 1, 'sabía': 1, 'como': 1, 'represent': 1, 'everbodio': 1, 'estoy': 1, 'aquí': 1, 'will': 1, 'present': 1, 'permanently': 1, 'se': 1, 'acabó': 1, 'es': 1, 'mundo': 1}"
2014,"{'cardo': 1, 'got': 48, 'wings': 1, 'what': 34, 'i': 187, 'said': 9, 'you': 139, 'already': 1, 'know': 41, 'nigga': 45, 'young': 5, 'gotta': 4, 'flow': 2, 'before': 6, 'rap': 2, 'really': 8, 'dough': 2, 'yeah': 36, 'seen': 8, 'snow': 5, 'in': 98, 'the': 201, 'kitchen': 3, 'bout': 12, 'to': 90, 'make': 18, 'some': 10, 'magic': 3, 'then': 12, 'blow': 7, 'it': 104, 'all': 40, 'haha': 4, 'pull': 2, 'up': 24, 'on': 62, 'my': 76, 'partner': 1, 'traffic': 1, 'gave': 12, 'him': 18, 'was': 19, 'plastic': 2, 'damn': 4, 'aint': 24, 'tryna': 3, 'go': 19, 'jail': 4, 'heard': 2, 'that': 90, 'shit': 28, 'closest': 1, 'thing': 6, 'hell': 4, 'when': 27, 'its': 26, 'stepped': 1, 'hard': 13, 'sell': 3, 'been': 12, 'where': 8, 'fail': 1, 'ayy': 4, 'cause': 7, 'im': 42, 'realest': 2, 'this': 41, 'yall': 2, 'first': 12, 'hittin': 1, '645': 1, 'five': 2, 'valet': 1, 'say': 5, 'jizzle': 2, 'stay': 3, 'new': 4, 'but': 30, 'everybody': 4, 'bach': 1, 'back': 39, 'cant': 5, 'drive': 3, 'doors': 4, 'open': 2, 'emerge': 1, 'with': 28, 'ten': 6, 'chains': 2, 'even': 2, 'they': 11, 'calling': 1, 'me': 60, 'ask': 3, 'spent': 1, 'tell': 42, 'em': 20, 'no': 13, 'if': 12, 'had': 18, 'added': 1, 'itd': 1, 'cost': 1, 'like': 53, 'things': 1, 'we': 59, 'used': 4, 'take': 2, 'a': 131, 'little': 3, 'show': 3, 'money': 14, 'just': 27, 'throw': 5, 'floor': 2, 'brought': 2, 'out': 28, 'from': 18, 'thats': 34, 'why': 2, 'fuck': 14, 'call': 4, 'woo': 1, 'still': 15, 'kept': 2, 'one': 12, 'hunnid': 1, 'since': 2, 'day': 5, 'came': 8, 'through': 8, 'hit': 4, 'he': 14, 'goin': 3, 'of': 52, 'town': 1, 'so': 42, 'threw': 2, 'fifty': 2, 'thou': 1, 'told': 9, 'bring': 2, 'two': 19, 'right': 7, 'not': 4, 'only': 4, 'fingers': 4, 'crossed': 1, 'prayed': 2, 'called': 1, 'piece': 2, 'laid': 1, 'walked': 1, 'both': 2, 'table': 1, 'get': 12, 'paid': 2, 'whipped': 1, 'benzo': 1, 'lorenzo': 1, 'zo': 1, 'down': 5, 'talkin': 7, 'toes': 2, 'hoes': 8, 'see': 9, 'big': 2, 'pretty': 1, 'motherfucker': 5, 'bet': 2, 'leave': 5, 'parkin': 1, 'lot': 1, 'about': 8, 'done': 8, 'yay': 2, 'stacked': 2, 'seven': 5, 'feet': 2, 'tall': 3, 'swear': 5, 'look': 11, 'white': 6, 'wall': 2, 'ya': 21, 'thumbin': 2, 'hunnids': 4, 'twenties': 4, 'and': 88, 'fifties': 4, 'spendin': 2, 'tens': 2, 'fives': 2, 'at': 17, 'mall': 4, '2020': 2, 'pyrex': 2, 'vision': 2, 'catch': 2, 'contact': 2, 'standin': 2, 'next': 4, 'hear': 2, 'machine': 2, 'clickin': 2, 'rollie': 3, 'tickin': 2, 'ball': 2, 'uncle': 2, 'died': 1, 'spot': 1, 'pop': 2, 'killed': 2, 'family': 1, 'heroin': 1, 'shots': 1, 'real': 18, 'life': 6, 'block': 4, 'figured': 3, 'shot': 4, 'least': 1, 'die': 14, 'top': 7, 'alive': 1, 'drop': 4, 'body': 1, 'looked': 1, 'yacht': 1, 'ugh': 4, 'grand': 1, 'plug': 2, 'saint': 1, 'thomas': 1, 'trillion': 1, 'watts': 1, 'trill': 1, 'flew': 1, 'states': 1, 'parked': 1, 'ninetytwo': 1, 'bricks': 3, 'front': 3, '560': 1, 'state': 1, 'now': 6, 'nets': 1, 'stone': 1, 'tossin': 1, 'round': 1, 'knicks': 1, 'probably': 2, 'your': 14, 'auntie': 1, 'couple': 3, 'bags': 1, 'halves': 1, 'sclass': 1, 'class': 1, 'finna': 1, 'meth': 1, 'lab': 1, 'expanded': 1, 'operation': 1, 'maryland': 1, 'emory': 2, 'jones': 1, 'caravan': 1, 'took': 8, 'road': 3, 'va': 1, 'dropped': 3, 'off': 5, 'rolla': 2, 'pa': 1, 'started': 5, 'slowin': 1, 'trip': 2, 'how': 8, 'holdin': 1, 'wars': 1, 'again': 1, 'time': 5, 'gone': 4, 'for': 30, 'good': 3, 'knocked': 1, 'whole': 2, 'team': 1, 'hot': 2, 'walls': 4, 'closin': 1, 'niggas': 14, 'dope': 2, 'game': 8, 'cocaine': 2, 'man': 16, 'whats': 2, 'mind': 2, 'sittin': 4, 'thang': 3, 'double': 2, 'r': 2, 'brain': 2, 'anywhere': 7, 'here': 13, 'chauffeur': 2, 'gettin': 2, 'heavy': 3, 'weight': 2, 'world': 16, 'shoulders': 2, 'think': 7, 'dont': 22, 'have': 7, 'clue': 4, 'hustlin': 2, 'draws': 2, 'theres': 2, 'plaques': 2, 'sellin': 2, 'soul': 2, 'can': 20, 'come': 4, 'trade': 2, 'dawgs': 2, 'yea': 4, 'did': 5, 'wrong': 3, 'because': 2, 'wanna': 2, 'buy': 2, 'pair': 2, 'shoes': 2, 'consequences': 2, 'remember': 4, 'rules': 2, 'regret': 2, 'ever': 2, 'serve': 2, '5': 2, 'years': 3, 'didnt': 7, 'deserve': 2, 'guess': 5, 'power': 2, 'pain': 2, 'somewhat': 2, 'same': 7, 'lost': 2, 'dawg': 3, 'fame': 2, 'charge': 4, 'please': 6, 'lord': 7, 'forgive': 6, 'thug': 12, 'lust': 7, 'alcohol': 6, 'love': 7, 'women': 6, 'nobody': 7, 'us': 9, 'nothin': 10, 'drug': 6, 'dealin': 6, 'coppin': 6, 'louie': 6, 'loafers': 6, 'made': 7, 'far': 8, 'should': 7, 'be': 27, 'makin': 7, 'toast': 6, 'seats': 6, 'reclined': 6, 'doin': 6, 'most': 6, 'holy': 18, 'ghost': 18, 'yet': 2, 'feel': 7, 'surreal': 2, 'hood': 5, 'half': 2, 'mili': 2, 'automobile': 2, 'luxury': 2, 'bump': 2, 'rest': 3, 'these': 10, 'fall': 3, 'over': 2, 'thought': 8, 'forever': 3, 'could': 20, 'trusted': 2, 'found': 3, 'takin': 4, 'disgusted': 2, 'who': 5, 'am': 2, 'kiddin': 2, 'felt': 4, 'heart': 4, 'attack': 3, 'honest': 2, 'were': 2, 'brothers': 2, 'as': 7, 'long': 11, 'each': 2, 'other': 2, 'woulda': 2, 'anyything': 1, 'trafficking': 2, 'everyday': 5, 'head': 7, 'livin': 4, 'large': 2, 'gangster': 2, 'pitted': 2, 'kills': 2, 'mill': 2, 'fell': 4, 'victim': 2, 'pressure': 2, 'stress': 2, 'youre': 2, 'homie': 6, 'mad': 2, 'windows': 1, 'between': 1, 'shades': 1, 'tint': 1, 'sippin': 1, 'bent': 1, 'dollars': 2, 'any': 5, 'sense': 2, 'sayin': 2, 'owe': 1, 'almost': 2, 'bait': 1, 'hate': 1, 'let': 4, 'eat': 2, 'plate': 1, 'saw': 1, 'door': 2, 'knew': 4, 'sit': 1, 'laugh': 1, 'put': 12, 'there': 2, 'stole': 1, 'brick': 1, 'handle': 2, 'start': 2, 'actin': 1, 'weak': 1, 'means': 1, 'strong': 1, 'keep': 8, 'myself': 4, 'convinced': 1, 'is': 27, 'payback': 1, 'sins': 1, 'need': 12, 'repent': 1, 'trap': 4, 'or': 8, 'ok': 32, 'mister': 16, 'whipaknotandgetahalfapie': 4, 'ifimtalkinyoushouldlisten': 4, 'free': 4, 'gottwowholeonesandtwohalfones': 4, 'three': 4, 'bad': 12, 'ones': 4, 'reinupwithbouttwophantoms': 4, 'avion': 7, 'hey': 8, 'never': 13, 'bitch': 26, 'bread': 5, 'fool': 1, 'liquor': 1, 'approach': 1, 'want': 5, 'will': 3, 'smoke': 1, 'swisha': 1, 'tizight': 1, 'tizzop': 1, 'presidential': 1, 'daydate': 1, 'looking': 1, 'blocks': 1, 'chain': 1, '2pac': 1, 'death': 1, 'row': 1, 'black': 6, 'glizzock': 1, '40': 1, 'leggo': 1, 'bitches': 4, 'wit': 6, 'choppers': 2, 'pay': 1, 'visit': 2, 'fo': 3, 'sho': 1, 'fetish': 2, '34': 1, 'unit': 1, 'nine': 2, 'hundred': 2, 'o': 1, 'break': 1, 'into': 1, 'zips': 1, 'flip': 1, 'la': 3, 'reid': 1, 'office': 1, 'history': 1, 'def': 2, 'jam': 2, 'droppin': 1, 'boy': 4, 'bossed': 1, 'atlantic': 2, 'boss': 2, 'might': 6, 'album': 1, 'hope': 2, 'ready': 2, 'vice': 1, 'prezzy': 1, 'presi': 1, 'bezzy': 1, 'wrist': 1, 'penthouse': 1, 'belly': 1, 'brown': 1, 'skin': 2, 'god': 1, 'she': 28, 'kelly': 1, 'rolls': 1, 'rollin': 1, 'plus': 1, 'totin': 1, 'street': 2, 'paper': 2, 'rubber': 1, 'band': 1, 'foldin': 1, 'xxl': 1, 'read': 1, 'forbes': 1, 'way': 11, 'trappin': 1, '4door': 1, 'accord': 1, 'wassup': 4, 'eyeball': 1, 'best': 2, 'believe': 4, 'without': 5, 'scale': 1, 'mansions': 3, 'riches': 2, 'postman': 1, 'nowhere': 1, 'mail': 1, 'twenty': 1, 'minutes': 1, 'bail': 1, 'designer': 3, 'watches': 1, 'frames': 1, 'cashin': 1, 'payin': 1, 'pronounce': 1, 'name': 2, 'murcielago': 1, 'green': 2, 'margaritas': 1, 'sold': 2, 'yayo': 2, 'albums': 1, 'well': 2, 'tequila': 1, 'many': 2, 'lambos': 1, 'lam': 1, 'ambassador': 1, 'rollies': 1, 'owned': 1, 'store': 1, 'while': 1, 'them': 10, 'streets': 5, 'missed': 1, 'sleep': 1, 'mothafuckin': 1, 'pistol': 1, 'fire': 7, 'under': 1, 'chatter': 1, 'threat': 1, 'liabilities': 1, 'amazing': 1, 'ive': 1, 'everyone': 1, 'anything': 1, 'shepherd': 1, 'cop': 1, 'lexus': 1, 'alexis': 1, 'flood': 1, 'rolexes': 1, 'blessin': 1, 'crime': 1, 'weapon': 1, 'protect': 1, 'mine': 1, 'mama': 2, 'usher': 1, 'confessions': 1, 'burn': 1, 'teetee': 1, 'tiana': 1, 'sexting': 1, 'teepees': 1, 'ts': 1, 'impress': 1, 'tvs': 1, 'play': 2, 'their': 1, 'investment': 1, 'kdot': 2, 'tee': 1, 'tgs': 1, 'ygs': 1, 'gon': 5, 'press': 1, 'our': 1, 'turn': 2, 'pray': 1, 'lose': 2, 'benji': 1, 'beaucoup': 1, 'bucks': 1, 'wrists': 1, 'do': 4, 'voodoo': 1, 'curse': 1, 'better': 2, 'touch': 3, 'clutching': 1, '250': 1, 'speed': 1, 'racing': 1, 'crucial': 1, 'vrrrrm': 1, 'check': 1, 'youngins': 1, 'asking': 1, 'consider': 1, 'role': 1, 'models': 2, 'useful': 1, 'neutral': 1, 'find': 7, 'inner': 1, 'peace': 1, 'inside': 2, 'heaven': 1, 'diamond': 1, 'learn': 2, 'baby': 9, 'whose': 3, 'friend': 4, 'foe': 3, 'question': 3, 'beautiful': 25, 'girl': 9, 'her': 33, 'middle': 3, 'finger': 3, 'legs': 3, 'air': 3, 'getting': 3, 'care': 7, 'ice': 1, 'lil': 2, 'belvee': 1, 'once': 2, 'together': 1, 'g': 4, 'night': 3, 'sometimes': 1, 'end': 2, 'grown': 1, 'minded': 1, 'mature': 1, 'percent': 1, 'sure': 1, 'seemed': 1, 'hesitant': 1, 'coming': 1, 'evident': 1, 'an': 1, 'attraction': 1, 'though': 1, 'action': 1, 'miss': 5, 'league': 2, 'own': 6, 'fly': 2, 'high': 4, 'til': 4, 'bottom': 3, 'aim': 2, 'sky': 6, 'motherfuck': 2, 'college': 1, 'brains': 1, 'iq': 1, 'insane': 1, 'late': 1, 'waitin': 1, 'hold': 3, 'ahead': 1, 'roll': 3, 'imma': 2, 'few': 1, 'stand': 1, 'bonnie': 1, 'clyde': 1, 'lips': 1, 'illegal': 1, 'addictive': 1, 'crack': 1, 'fallen': 1, 'soldiers': 1, 'war': 1, 'casualties': 1, 'struggle': 1, 'every': 5, 'ghetto': 2, 'trench': 1, 'grindin': 5, 'beez': 20, 'true': 4, 'hustler': 4, 'likelike': 4, 'straight': 4, 'pocket': 1, 'full': 2, 'lettuce': 1, 'work': 2, 'bag': 1, 'sandwich': 1, 'spread': 1, 'manwich': 1, 'rat': 2, 'dead': 2, 'around': 2, 'corner': 1, 'hustled': 1, 'by': 1, 'stop': 2, 'sign': 1, 'bussin': 1, 'provide': 1, 'carlo': 1, 'benz': 1, 'fore': 5, 'old': 1, 'enough': 1, 'losin': 1, '1020': 1, 'gamblin': 1, 'his': 3, 'cousins': 1, 'outfit': 1, 'feds': 1, '8': 1, 'humbug': 1, 'left': 2, 'slumped': 1, 'car': 2, 'matter': 1, 'are': 2, 'stove': 1, 'water': 3, 'heat': 1, 'cold': 3, 'id': 5, 'bird': 1, 'quarter': 1, 'nights': 1, 'hearts': 1, 'tough': 1, 'crying': 1, 'daughter': 1, 'period': 1, 'pussy': 1, 'hurt': 1, 'main': 2, 'turned': 1, 'familia': 1, 'city': 1, 'boulevard': 1, 'survive': 1, 'lie': 5, 'dos': 1, 'donts': 1, 'wont': 1, 'jeezy': 2, 'govment': 1, 'give': 2, 'dirty': 1, 'muhfuckin': 1, 'mop': 1, 'uh': 1, 'oh': 1, 'focused': 1, 'business': 1, 'talk': 1, 'witness': 1, 'dishwasher': 1, 'dishes': 1, 'snitchin': 1, 'hopin': 1, 'christmas': 1, 'happen': 1, 'santa': 1, 'raised': 1, 'kids': 1, 'meal': 2, 'bone': 1, 'bill': 1, 'six': 1, 'lets': 1, 'deal': 1, 'countin': 1, 'source': 1, 'direct': 1, 'connect': 1, 'set': 2, 'vogue': 3, 'strike': 3, 'pose': 3, 'step': 3, 'side': 3, 'thighs': 3, 'lambo': 4, 'seaters': 3, 'yokohamas': 3, 'vogues': 3, 'champagne': 2, 'fountains': 2, 'crib': 2, 'mountains': 2, 'twomilelong': 2, 'driveway': 2, 'ho': 2, 'condo': 4, 'fake': 4, 'foreign': 4, 'projects': 1, 'dreamin': 1, 'coke': 1, 'bowlin': 1, 'balls': 1, 'murci': 1, 'garage': 2, 'course': 1, 'supercharged': 1, 'wake': 1, 'ménage': 1, 'massage': 1, 'closet': 1, 'filled': 1, 'donatella': 1, 'recliner': 1, 'suede': 1, 'headliner': 1, 'whippin': 1, 'china': 1, 'sprite': 1, 'soda': 1, 'bought': 1, 'caprice': 1, 'motor': 1, 'mona': 1, 'lisa': 1, 'introduced': 1, 'nice': 1, 'meet': 1, 'ray': 3, 'charles': 1, 'bans': 1, 'touched': 1, 'keys': 1, 'hands': 1, 'don': 1, 'killuminati': 1, 'bury': 1, 'john': 1, 'gotti': 2, 'muzik': 1, 'yo': 1, 'tombstone': 1, 'mirror': 2, 'which': 1, 'park': 1, 'lermitage': 1, 'mirage': 1, 'phantoms': 1, 'mazis': 1, 'expensive': 1, 'taste': 1, 'camouflage': 2, 'speakin': 1, 'rip': 1, 'camoflauge': 1, 'drove': 1, 'savannah': 1, 'georgia': 1, '45': 1, 'unusual': 1, 'push': 1, 'nail': 1, 'shops': 1, 'cuticles': 1, 'snowman': 1, 'yard': 1, 'soccer': 1, 'field': 1, 'kickin': 1, 'sick': 1, 'condos': 1, 'pockets': 1, 'rondos': 1, 'extended': 1, 'clips': 1, 'el': 1, 'segundo': 1, 'versace': 1, 'rented': 1, 'mansion': 1, 'fuckin': 2, 'european': 1, 'marilyn': 1, 'manson': 1, 'advancement': 1, 'test': 1, 'bugatti': 1, 'ransom': 1, 'jet': 1, 'model': 1, 'bottle': 2, 'ticket': 2, 'wrapped': 1, 'rose': 1, 'gold': 1, 'arm': 1, 'fnh': 1, 'drum': 1, 'broward': 2, 'smoove': 2, 'powder': 2, 'tats': 2, 'neck': 2, 'checks': 2, 'chevrolet': 1, 'trey': 1, 'dade': 1, 'county': 1, 'heavyweight': 1, 'hustle': 1, 'squashed': 1, 'beef': 1, 'examples': 1, 'rich': 1, 'maseratis': 1, 'killers': 1, 'lobby': 1, 'ringin': 1, 'execute': 1, 'abe': 1, 'lincoln': 1, '200': 1, 'squares': 1, 'tiptoein': 1, 'marble': 1, 'trippin': 1, 'painkillers': 1, 'changed': 1, 'went': 1, 'razorbladin': 1, 'rocks': 1, 'more': 1, 'holes': 1, 'socks': 1, 'champ': 1, 'box': 1, 'sugar': 1, 'leonard': 1, 'wraith': 1, 'underneath': 1, 'stars': 1, 'face': 1, 'tears': 1, 'dogs': 1, 'different': 1, 'cars': 1, 'odds': 1}"
