Yearly info for Twista,Frequency
2003,"{'are': 31, 'you': 61, 'going': 1, 'to': 22, 'be': 39, 'say': 8, 'that': 5, 'youre': 1, 'gonna': 31, 'she': 18, 'want': 7, 'some': 21, 'marvin': 4, 'gaye': 3, 'luther': 5, 'vandross': 4, 'a': 11, 'little': 4, 'anita': 3, 'will': 11, 'definitely': 7, 'set': 6, 'this': 8, 'party': 6, 'off': 7, 'right': 7, 'well': 43, 'ready': 6, 'for': 6, 'the': 23, 'world': 5, 'new': 5, 'edition': 3, 'minnie': 3, 'riperton': 3, 'yes': 7, 'it': 26, 'oh': 3, 'know': 5, 'what': 1, 'i': 29, 'told': 3, 'her': 3, 'drive': 1, 'over': 3, 'in': 9, 'your': 5, 'whip': 2, 'bring': 2, 'friends': 1, 'cool': 2, 'with': 13, 'imma': 5, 'then': 4, 'strip': 1, 'see': 2, 'is': 2, 'my': 9, 'chick': 1, 'so': 3, 'we': 2, 'get': 6, 'our': 1, 'grind': 1, 'on': 11, 'grabbing': 1, 'calling': 1, 'me': 13, 'biggie': 1, 'like': 8, 'shyne': 1, 'home': 3, 'man': 6, 'swear': 1, 'fine': 1, 'homes': 1, 'why': 1, 'always': 1, 'lying': 1, 'though': 1, 'telling': 1, 'them': 2, 'diamonds': 1, 'when': 4, 'they': 1, 'rhinestones': 1, 'got': 8, 'lightskinned': 1, 'friend': 2, 'look': 2, 'michael': 2, 'jackson': 2, 'darkskinned': 1, 'played': 1, 'was': 1, 'action': 1, 'dog': 1, 'said': 1, 'aint': 5, 'no': 6, 'freak': 1, 'bout': 1, 'prove': 1, 'wrong': 1, 'play': 3, 'gon': 3, 'take': 3, 'pants': 1, 'gladys': 1, 'knight': 1, 'and': 23, 'now': 3, 'kanye': 1, 'slow': 4, 'down': 1, 'baby': 7, 'its': 5, 'good': 2, 'all': 5, 'beautiful': 2, 'but': 3, 'need': 3, 'do': 7, 'faster': 3, 'can': 5, 'please': 1, 'damn': 1, 'cant': 2, 'fast': 2, 'somebody': 1, 'who': 1, 'twista': 2, 'looking': 1, 'at': 1, 'gliss': 1, 'hands': 3, 'wrists': 1, 'while': 3, 'im': 3, 'laying': 1, 'back': 2, 'smoking': 2, 'cannabis': 1, 'come': 5, 'rocking': 1, 'rhythm': 1, 'tell': 1, 'messin': 1, 'kanman': 1, 'twist': 1, 'chi': 1, 'sipping': 1, 'hennessy': 1, 'rb': 3, 'smoke': 1, 'b': 2, 'fuck': 1, 'put': 2, 'g': 1, 'sip': 1, 'evelyn': 1, 'champagne': 1, 'work': 1, 'whispers': 1, 'hit': 2, 'stop': 1, 'light': 1, 'movin': 1, 'ides': 1, 'his': 1, 'rims': 1, 'still': 3, 'moving': 1, 'bump': 1, 'spinners': 1, 'dipping': 1, 'through': 1, 'streets': 1, 'bumping': 1, 'heat': 1, '23s': 1, 'earth': 1, 'wind': 1, 'smokin': 1, 'fire': 1, 'let': 1, 'sheets': 1, 'wet': 1, 'listening': 2, 'keith': 1, 'sweat': 1, 'daze': 1, 'maze': 1, 'fulfilling': 1, 'every': 2, 'temptation': 1, 'slowjamming': 1, 'having': 1, 'deep': 1, 'sex': 1, 'girl': 1, 'go': 3, 'ill': 2, 'touch': 1, 'body': 1, 'dont': 1, 'notell': 1, 'controlling': 1, 'loving': 1, 'way': 1, 'holding': 1, 'jodeci': 1, 'bend': 1, 'ass': 1, 'bumpin': 1, 'teddy': 1, 'pendergrass': 1, 'done': 1, 'from': 1, 'melody': 1, 'of': 2, 'roll': 3, 'gotta': 2, 'up': 5, 'finish': 1, 'last': 1, 'matter': 1, 'how': 1, 'much': 1, 'thug': 1, 'spit': 1, 'club': 1, 'hope': 1, 'feelin': 1, 'love': 1, 'ride': 1, 'drop': 2, 'another': 2, 'jam': 2, 'us': 2, 'lovers': 2, 'hold': 2, 'if': 2, 'hop': 2, 'brougham': 2, 'keep': 2, 'pimping': 2, 'an': 2, 'old': 2, 'gots': 2, 'plan': 2, 'cause': 2, 'after': 2, 'dome': 1, 'bone': 1, 'stay': 1, 'zone': 1, 'run': 1, 'disconnect': 1, 'phone': 1, 'trying': 1, 'gone': 1, 'make': 1, 'moan': 1}"
2004,"{'oh': 13, 'you': 260, 'didnt': 1, 'think': 7, 'we': 60, 'could': 35, 'do': 12, 'it': 138, 'again': 5, 'twista': 13, 'kanye': 1, 'west': 2, 'from': 12, 'po': 3, 'pimpin': 2, 'to': 120, 'poppin': 2, 'tags': 1, 'champions': 1, 'slow': 4, 'jammin': 1, 'baby': 9, 'can': 64, 'even': 5, 'make': 90, 'a': 211, 'overnight': 13, 'celebrity': 13, 'know': 32, 'what': 14, 'im': 41, 'saying': 1, 'come': 39, 'on': 100, 'why': 11, 'dont': 19, 'play': 5, 'something': 8, 'these': 7, 'hoesll': 4, 'like': 111, 'drive': 6, 'whips': 4, 'i': 267, 'they': 22, 'told': 5, 'her': 24, 'right': 23, 'give': 9, 'ice': 6, 'kobe': 4, 'wife': 4, 'sorta': 4, 'goldie': 4, 'the': 323, 'way': 25, 'mold': 5, 'em': 28, 'girl': 38, 'see': 45, 'in': 94, 'them': 29, 'apple': 1, 'bottom': 2, 'jeans': 3, 'chinchilla': 1, 'your': 55, 'back': 25, 'wanna': 18, 'name': 5, 'blow': 3, 'brains': 1, 'put': 18, 'chameleon': 2, '04': 1, 'range': 2, 'still': 9, 'sexy': 21, 'when': 52, 'smoke': 8, 'that': 85, 'flame': 2, 'jerk': 1, 'chicken': 1, 'throw': 2, 'thang': 8, 'she': 20, 'got': 59, 'me': 75, 'hotter': 1, 'than': 6, 'oven': 1, 'talk': 2, 'switching': 5, 'freaky': 2, 'so': 63, 'loving': 1, 'walk': 7, 'looking': 13, 'good': 26, 'oughta': 1, 'be': 54, 'pictures': 1, 'listen': 3, 'career': 4, 'going': 2, 'sky': 1, 'high': 3, 'taking': 2, 'home': 5, 'crib': 4, 'chi': 8, 'and': 232, 'everytime': 1, 'thighs': 4, 'cry': 3, 'by': 5, 'watching': 1, 'should': 1, 'thrill': 1, 'fellas': 1, 'some': 45, 'johnny': 1, 'gill': 1, 'steady': 8, 'screaming': 1, 'my': 109, 'carpet': 1, 'with': 62, 'diamonds': 1, 'flick': 1, 'dark': 1, 'kicking': 2, 'couch': 1, 'at': 27, '106': 1, 'park': 1, 'beauty': 1, 'big': 12, 'screen': 1, 'freaking': 1, 'whipped': 1, 'cream': 1, 'stage': 2, 'awards': 3, 'dress': 1, 'better': 7, 'jennifers': 1, 'doing': 1, 'things': 4, 'kick': 8, 'life': 5, 'show': 11, 'dre': 1, 'prototype': 1, 'want': 10, 'fame': 2, 'take': 27, 'path': 2, 'candlelights': 1, 'fore': 1, 'bath': 1, 'such': 2, 'sensational': 1, 'ass': 62, 'ima': 3, 'get': 73, 'jimmy': 1, 'choo': 1, 'marc': 1, 'jacob': 1, 'bags': 1, 'cop': 4, '2003': 2, 'smile': 1, 'sees': 1, 'spres': 2, 'cds': 1, 'dvds': 1, 'bebes': 1, 'bcbg': 1, 'into': 9, 'places': 3, 'people': 4, 'or': 13, 'lover': 1, 'confidant': 1, 'protect': 1, 'others': 1, 'ever': 3, 'let': 26, 'brother': 7, 'pimp': 2, 'if': 28, 'style': 2, 'ya': 10, 'yall': 5, 'look': 20, 'an': 5, 'astonishing': 1, 'body': 6, 'gucci': 4, 'robert': 1, 'cavalli': 1, 'bet': 4, 'gon': 11, 'hurt': 7, 'hard': 5, 'party': 2, 'kill': 27, 'club': 13, 'go': 28, 'was': 14, 'born': 2, 'pro': 1, 'how': 20, 'whos': 1, 'photos': 1, 'love': 30, 'cause': 16, 'door': 1, 'closed': 1, 'drop': 26, 'flo': 1, 'roll': 52, 'hit': 12, 'top': 4, 'of': 54, 'have': 12, 'ohoh': 1, 'break': 8, 'down': 24, 'just': 21, 'gotta': 21, 'ask': 4, 'need': 10, 'star': 1, 'are': 2, 'messing': 1, 'one': 39, 'there': 3, 'sure': 3, 'youve': 1, 'all': 53, 'finest': 1, 'manager': 2, 'here': 14, 'bored': 2, 'tell': 15, 'youre': 15, 'queen': 1, 'for': 66, 'shopping': 1, 'sprees': 1, 'stores': 2, 'mtv': 1, 'about': 7, 'tonight': 2, 'hang': 2, 'plenty': 2, 'plus': 2, 'more': 2, 'changin': 1, 'soul': 2, 'train': 2, 'man': 18, 'had': 1, 'lot': 2, 'tragedies': 1, 'lately': 1, 'say': 2, 'rest': 3, 'peace': 3, 'aaliyah': 1, 'left': 3, 'eye': 1, 'jam': 1, 'master': 2, 'jay': 1, 'everybody': 3, 'lost': 3, 'twin': 3, 'towers': 2, 'period': 1, 'is': 28, 'hope': 9, 'wish': 30, 'living': 5, 'stop': 10, 'serving': 1, 'rocks': 2, 'knowing': 1, 'cops': 1, 'hot': 2, 'block': 5, 'woulda': 2, 'made': 2, 'bail': 1, 'wont': 3, 'travel': 2, '6': 2, 'hours': 1, 'him': 3, 'jail': 1, 'grandmother': 1, 'wasnt': 2, 'sick': 2, 'would': 3, 'up': 60, 'stacks': 3, 'lick': 4, 'homies': 2, 'wouldnt': 2, 'suffer': 1, 'streets': 2, 'upper': 1, 'hand': 2, 'us': 28, 'lose': 2, 'deep': 5, 'zone': 1, 'lift': 1, 'spirits': 1, 'world': 7, 'words': 6, 'this': 29, 'song': 1, 'teach': 2, 'fly': 1, 'away': 6, 'pain': 2, 'out': 14, 'cha': 1, 'hands': 3, 'help': 2, 'hold': 2, 'god': 3, 'never': 6, 'gave': 1, 'men': 2, 'power': 2, 'able': 1, 'inside': 4, 'turned': 1, 'hearts': 1, 'righteous': 1, 'started': 1, 'innocent': 1, 'lives': 1, 'become': 2, 'snipers': 1, 'but': 18, 'uh': 4, 'will': 2, 'though': 2, 'devastate': 1, 'shall': 1, 'motivate': 1, 'pray': 2, 'faith': 2, 'instead': 5, 'thinking': 3, 'who': 9, 'gonna': 3, 'die': 10, 'day': 35, 'lord': 1, 'feel': 13, 'aint': 14, 'today': 5, 'sit': 3, 'light': 5, 'long': 1, 'then': 11, 'move': 11, 'straight': 3, 'forward': 1, 'cuz': 2, 'fight': 1, 'strong': 2, 'wrong': 2, 'little': 4, 'prayer': 1, 'money': 12, 'goes': 2, 'lets': 5, 'hopeful': 22, 'yes': 4, 'am': 13, 'music': 5, 'use': 4, 'hell': 6, 'easy': 4, 'thats': 12, 'okay': 4, 'hatin': 1, 'much': 6, 'other': 6, 'comin': 4, 'sing': 1, 'watch': 3, 'trippin': 1, 'off': 12, 'joy': 1, 'bring': 6, 'shiit': 1, 'dissin': 1, 'lessons': 1, 'grown': 1, 'families': 1, 'lack': 2, 'brand': 1, 'new': 5, 'shack': 2, 'dubs': 3, 'keep': 12, 'achieving': 1, 'wonders': 1, 'vision': 1, 'through': 12, 'eyes': 13, 'stevie': 1, 'wonder': 2, 'kids': 2, 'eat': 1, 'nobody': 1, 'family': 5, 'six': 1, 'feet': 1, 'dig': 1, 'mothers': 1, 'staying': 1, 'whether': 2, 'wit': 5, 'mans': 1, 'gone': 4, 'every': 5, 'celly': 1, 'commissary': 1, 'heat': 1, 'priests': 1, 'did': 3, 'r': 1, 'kelly': 2, 'doc': 1, 'scream': 1, 'bullets': 1, 'reverse': 1, 'pac': 1, 'biggie': 1, 'breath': 1, 'shit': 11, 'speak': 1, 'only': 5, 'saw': 2, 'news': 1, 'time': 6, 'cnn': 1, 'enemies': 2, 'super': 1, 'homie': 1, 'christopher': 1, 'reeve': 1, 'stay': 2, 'doin': 1, 'thing': 13, 'hustle': 2, 'maintain': 1, 'game': 5, 'earth': 1, 'apocalyptic': 1, 'try': 3, 'spread': 1, 'message': 1, 'best': 3, 'always': 2, 'optimistic': 1, 'live': 3, 'justice': 1, 'court': 1, 'country': 1, 'war': 3, 'cant': 4, 'famous': 1, 'mr': 2, 'king': 1, 'along': 1, 'find': 2, 'shop': 1, 'please': 1, 'keys': 1, 'freeze': 2, 'fulfillin': 1, 'downfalls': 2, 'prophecies': 1, 'its': 30, 'doubting': 1, 'mustard': 1, 'seed': 1, 'mountains': 1, 'heavenly': 1, 'father': 1, 'ease': 1, 'prayin': 2, 'knees': 1, 'church': 2, 'wake': 3, 'morning': 3, 'sunlight': 2, 'hurts': 2, 'without': 2, 'warning': 2, 'bears': 2, 'heavy': 2, 'mind': 9, 'dollars': 1, 'yyeah': 1, 'finger': 2, 'trigger': 1, 'stayin': 2, 'grind': 2, 'now': 36, 'mornin': 1, 'gots': 3, 'navi': 1, 'soon': 5, 'as': 19, 'sunshine': 1, 'thoughts': 1, 'jukin': 1, 'dodgin': 1, 'peep': 1, 'movin': 2, 'pounds': 1, 'dro': 6, 'before': 2, 'double': 1, 'serve': 3, '16': 1, 'ounces': 1, '96': 1, 'killer': 1, 'scrilla': 1, 'nigga': 13, 'not': 2, 'stalkin': 1, 'bigger': 2, 'figures': 1, 'fuck': 10, 'talkin': 1, 'represent': 1, 'niggas': 8, 'ballin': 2, 'jewelry': 1, 'full': 6, 'sickles': 1, 'chasin': 1, 'million': 1, 'dream': 1, 'servin': 2, 'nickels': 1, 'hate': 7, 'rolled': 1, 'paid': 8, 'legit': 2, 'slang': 1, 'tippin': 1, 'caine': 1, 'until': 1, 'dip': 1, 'flippin': 4, 'thangs': 1, 'mayn': 3, 'lovely': 28, 'stack': 8, 'hustlers': 2, 'definition': 1, 'hustler': 1, 'scratch': 2, 'motherfucker': 2, 'makin': 2, 'verses': 1, 'spit': 6, 'tracks': 1, 'sellin': 1, 'no': 17, 'records': 4, 'packs': 2, 'clip': 3, 'hollows': 3, 'moneymakins': 1, 'motto': 1, 'semiauto': 1, 'marlboros': 1, 'bottle': 3, 'til': 2, 'lotto': 1, 'dreams': 1, 'ownin': 1, 'record': 1, 'label': 1, 'buildings': 1, 'he': 2, 'birds': 1, 'mentality': 1, 'motive': 1, 'mission': 1, 'too': 2, 'yo': 12, 'ambition': 1, 'position': 1, 'provide': 1, 'plans': 1, 'follow': 2, 'procedures': 1, '600': 1, 'blunted': 1, 'pocket': 2, 'hundreds': 1, 'visas': 1, 'dust': 3, 'recock': 1, 'gig': 1, 'car': 3, 'grips': 1, 'evenin': 1, 'sleepin': 1, 'paper': 1, 'products': 1, 'another': 2, 'dollar': 2, 'corporate': 1, 'playas': 1, 'rollin': 8, 'jags': 1, 'thug': 1, 'ave': 1, 'those': 3, 'mil': 1, 'laugh': 2, 'fine': 5, 'strippers': 1, 'single': 1, 'parents': 1, 'workin': 3, 'struggle': 1, 'livin': 1, 'muscle': 1, 'haters': 2, 'bubbles': 1, 'causin': 1, 'trouble': 1, 'young': 1, 'legally': 1, 'work': 19, 'stickup': 1, 'whip': 1, 'concoction': 1, 'might': 3, 'leave': 2, 'face': 5, 'dirt': 2, 'because': 1, 'hurtins': 1, 'option': 1, 'ohhohhohh': 2, 'ohhohh': 1, 'ohhh': 1, 'motherfuckers': 1, 'thought': 2, 'huh': 2, 'run': 2, 'adrenaline': 2, 'pumpin': 1, 'kamikaze': 3, 'standing': 2, 'midst': 1, 'hundred': 10, 'thousand': 1, 'dynamite': 1, 'c4': 1, 'strapped': 1, 'around': 5, 'waist': 1, 'bloody': 2, 'tears': 2, 'switch': 2, 'making': 3, 'any': 2, 'vicinity': 1, 'explosion': 1, 'bitches': 2, 'hoes': 8, 'sacrificial': 2, 'lamb': 2, 'feelin': 1, 'fury': 1, 'flow': 3, 'follicle': 2, 'while': 10, 'decompose': 1, 'blunt': 3, 'uppin': 1, 'itchy': 1, 'fuckin': 7, 'fifty': 1, 'issue': 1, 'nuts': 2, 'boy': 4, 'picture': 1, 'flamin': 1, 'swisher': 1, 'penetrate': 1, 'tissue': 1, 'fit': 1, 'blood': 2, 'hear': 1, 'cries': 1, 'screamin': 2, 'revenge': 1, 'mercy': 1, 'either': 1, 'intentions': 1, 'annihilate': 1, 'everything': 1, 'stand': 3, 'death': 9, 'myself': 3, 'believer': 1, 'blessings': 1, 'sacrifice': 1, 'messenger': 1, 'cometh': 1, 'after': 6, 'christ': 1, 'next': 2, 'glisten': 1, 'gamble': 1, 'pack': 1, 'dice': 1, 'ill': 3, 'murder': 5, 'harm': 1, 'guns': 1, 'armed': 1, 'bombs': 1, 'carry': 1, 'obituary': 1, 'motherfuckin': 2, 'phenomenon': 1, 'cemetery': 1, 'really': 9, 'between': 8, 'save': 8, 'suicide': 4, 'bitch': 9, 'untouchable': 1, 'yellin': 1, 'bustin': 3, 'two': 2, 'deadly': 1, 'fingers': 1, 'squeezing': 1, 'triggers': 1, 'touchin': 1, 'demon': 1, 'room': 1, 'enemy': 1, 'grenade': 1, 'imma': 4, 'pull': 2, 'pin': 1, 'sum': 1, 'pop': 7, 'seventeen': 1, 'sins': 1, 'gun': 1, 'smoking': 1, 'fire': 4, 'ten': 1, 'bligg': 1, 'entered': 1, 'chainsaw': 1, 'massacre': 2, 'takin': 2, '2000': 1, 'dracula': 1, 'slip': 1, 'automatic': 1, 'horrific': 1, 'jesus': 1, 'nazareth': 1, 'seven': 1, 'theory': 1, 'makaveli': 1, 'flowin': 1, 'track': 3, 'scary': 2, 'mac': 1, 'pelle': 1, 'spectacular': 1, 'dare': 1, 'knowin': 1, 'already': 3, 'willing': 1, 'bury': 1, 'confessions': 1, 'priest': 1, 'celebrate': 1, 'salute': 1, 'sign': 1, 'suicidal': 1, 'soldier': 1, 'bible': 1, 'holder': 1, 'start': 1, 'verbal': 1, 'recital': 1, 'colder': 1, 'deaths': 1, 'coming': 1, 'closer': 1, 'enter': 2, 'careful': 1, 'youll': 1, 'vertical': 1, 'anyone': 1, 'opposes': 1, 'swear': 1, 'uhh': 4, 'uhhuh': 1, 'yeah': 10, 'ladies': 6, 'walkin': 1, 'downtown': 2, 'shoppin': 3, 'malls': 1, 'purses': 1, 'perfect': 8, 'manicure': 1, 'pedicure': 1, 'mamis': 1, 'hair': 1, 'sippin': 2, 'cris': 1, 'lookin': 10, 'nice': 2, 'belly': 1, 'wrist': 2, 'girls': 18, 'thick': 5, 'thigh': 1, 'twist': 1, 'model': 1, 'prada': 2, 'ghetto': 2, 'divas': 1, 'hood': 11, 'women': 1, 'stackin': 1, 'ends': 1, 'lexus': 2, 'benz': 1, 'rims': 3, 'somebody': 1, 'snatch': 1, 'mine': 1, 'quick': 1, 'fast': 4, 'pass': 1, 'numbers': 1, 'sidekick': 1, 'mob': 2, 'gettin': 1, 'pullin': 1, 'capers': 1, 'papers': 1, 'beans': 1, 'supervisor': 1, 'givin': 2, 'orders': 1, 'job': 1, 'skintight': 1, 'heels': 1, 'throwback': 1, 'clickin': 1, 'kodak': 1, 'shell': 1, 'miss': 1, 'mobstress': 1, 'hardest': 1, 'holdin': 3, 'female': 1, 'joe': 1, 'pesci': 1, 'woman': 2, 'looks': 1, 'wantin': 3, 'd': 14, 'lovin': 4, 'ridin': 3, 'ones': 12, 'many': 6, 'mall': 3, 'wassup': 3, 'shrimp': 1, 'lobster': 1, 'honeys': 5, 'own': 3, 'puffers': 1, 'remy': 1, 'sippers': 2, 'vip': 2, 'real': 1, 'dummies': 1, 'clique': 1, '24s': 17, 'dirty': 5, 'met': 2, 'chick': 2, 'measures': 1, '362436': 1, 'shorty': 7, 'reason': 1, 'scared': 1, 'smokin': 2, 'finer': 1, 'groovin': 1, 'tried': 2, 'cold': 3, 'holla': 2, 'vibe': 1, 'henny': 2, 'kiss': 1, 'goin': 4, 'minks': 1, 'leather': 7, 'bounce': 17, 'east': 2, 'coast': 1, 'whats': 1, 'southside': 1, 'crunk': 3, 'cali': 1, 'sixfo': 1, 'bust': 5, 'buck': 1, 'hers': 1, 'goals': 1, 'brokeass': 1, 'badunkadunk': 47, 'slide': 6, 'pole': 5, 'dub': 4, 'fun': 4, 'dj': 9, 'fat': 6, 'damn': 1, 'motherfucking': 6, 'fatty': 2, 'daddy': 4, 'ive': 1, 'licking': 1, 'custom': 1, 'caddy': 1, 'ride': 5, 'first': 2, 'took': 1, 'mouth': 2, 'wide': 1, 'tittys': 1, 'bitty': 1, 'shorts': 1, 'hanging': 1, 'side': 5, 'turning': 5, 'strutting': 1, 'walking': 1, 'shouldnt': 1, 'public': 1, 'working': 1, 'booty': 5, 'gap': 1, 'front': 2, 'fitting': 2, 'twerk': 3, 'heated': 1, 'fell': 1, 'came': 1, 'whole': 3, 'mo': 1, 'rump': 1, 'shaker': 1, 'contest': 1, 'sip': 7, 'burberry': 1, 'bentley': 1, 'bikini': 1, 'lamborghini': 1, 'thong': 1, 'brougham': 1, 'shake': 14, 'holler': 1, 'rigor': 1, 'mortis': 1, 'ahead': 1, 'jiggle': 1, 'his': 1, 'over': 3, 'table': 1, 'lap': 2, 'dance': 2, 'bend': 1, 'player': 2, 'cut': 1, 'junk': 2, 'trunk': 2, 'butt': 1, 'cheek': 4, 'both': 2, 'sides': 4, 'clap': 1, 'remember': 1, 'times': 1, 'shortys': 1, 'cutey': 1, 'old': 1, 'donkey': 1, 'knew': 2, 'truth': 1, 'lie': 1, 'wobbly': 2, 'bodily': 1, 'odyssey': 1, 'jiggly': 2, 'wiggly': 1, 'rid': 1, 'bootys': 1, 'softer': 1, 'teddy': 1, 'bear': 1, 'barely': 1, 'stare': 1, 'derrieres': 1, 'kind': 1, 'named': 1, 'pistol': 1, 'badunkadunks': 2, 'jazze': 2, 'phizzle': 1, 'deserve': 2, 'respect': 1, 'commend': 1, 'hottest': 2, 'menu': 1, 'strip': 1, 'strut': 1, 'floss': 1, 'floor': 11, 'climb': 1, 'upside': 1, 'crowd': 1, 'eighty': 1, 'proof': 1, 'ballers': 1, 'fizzle': 1, 'productshizzle': 1, 'nizzle': 1, 'balling': 2, 'ball': 2, 'spend': 1, 'worldwide': 1, 'guide': 1, 'chrome': 3, 'wood': 6, 'feels': 12, 'woke': 1, 'peanut': 1, 'butter': 1, 'caramel': 1, 'feeling': 2, 'fucked': 1, 'flicked': 1, 'freaked': 1, 'truck': 4, 'dish': 1, 'meaning': 1, 'dome': 2, 'massage': 1, 'menage': 1, 'shower': 1, 'water': 1, 'trickle': 1, 'brack': 1, 'cack': 1, 'tub': 1, 'went': 1, 'bedroom': 1, 'ludi': 1, 'duty': 1, 'calls': 1, 'scene': 1, 'spray': 1, 'issey': 1, 'miyaki': 1, 'wash': 1, 'sparkle': 1, 'wax': 2, 'miagi': 1, 'liquor': 1, 'store': 2, 'blunts': 1, 'yak': 1, 'split': 1, 'chronicle': 1, 'calming': 1, 'molecule': 1, 'trip': 1, 'none': 1, 'hop': 1, 'soandso': 1, 'windy': 1, 'city': 4, 'where': 5, 'our': 2, 'gripping': 1, 'gs': 2, 'pimps': 2, 'lacks': 1, 'rolling': 3, 'corners': 4, 'pinky': 4, 'choking': 4, 'b': 4, 'lanes': 4, 'understood': 4, 'baller': 4, 'pimpish': 4, 'done': 2, 'seen': 1, 'flip': 5, 'twentys': 1, 'twenty': 2, 'twos': 1, 'jordans': 1, 'twofours': 1, 'mega': 1, 'clothes': 1, 'momma': 1, 'tv': 1, 'screens': 1, 'hundredforty': 1, 'spokes': 1, 'finna': 3, 'madison': 1, 'manor': 1, 'droptop': 1, 'sipping': 1, 'reckless': 1, 'vehicle': 1, 'texas': 1, 'syrup': 2, 'thicker': 1, 'screwed': 1, 'understand': 1, 'spitting': 1, 'rapidfire': 1, 'lyric': 1, 'begin': 1, 'weekend': 1, 'bumping': 2, 'tattoos': 1, 'southern': 1, 'black': 1, 'blues': 2, 'coupe': 1, 'cruise': 2, 'shoes': 2, 'packetproof': 1, 'rap': 2, 'dude': 1, 'peel': 1, 'intellect': 1, 'media': 1, 'encyclopedia': 1, 'brittanica': 1, 'point': 1, 'taxes': 1, 'tactics': 1, 'quicker': 1, 'hattrick': 1, 'smocking': 1, 'galactic': 1, 'puff': 1, 'herb': 2, 'yourself': 2, 'bently': 2, 'dick': 1, 'twork': 1, 'nut': 1, 'turn': 2, 'bass': 1, 'paint': 1, 'iced': 1, 'grooves': 1, 'smooth': 1, 'ktown': 1, 'snooze': 1, 'pay': 1, 'dues': 1, 'trepound': 1, 'hating': 1, 'l': 1, 'dat': 33, '24': 66, 'lemme': 13, 'shawty': 5, 'spin': 10, 'days': 1, 'shawtys': 1, 'grow': 1, '21': 1, 'penny': 1, 'twirk': 7, 'low': 2, 'jack': 1, 'bump': 1, 'ho': 2, 'spinnin': 1, 'omega': 1, 'jones': 1, 'squad': 1, 'tho': 1, 'lowenhart': 1, 'step': 1, 'house': 1, 'remi': 1, 'cup': 1, 'shine': 1, 'summer': 1, 'wave': 1, 'dissed': 1, 'bounced': 1, 'sister': 1, 'head': 2, 'hips': 1, 'pussy': 1, 'tear': 1, 'dem': 3, 'pretty': 1, 'lips': 1, 'gstring': 1, 'da': 3, 'beat': 1, 'bang': 1, 'cars': 1, 'g': 1, 'skirt': 1, 'hook': 1, 'sangin': 1, 'rag': 1, 'likes': 1, 'bongo': 1, 'stir': 1, 'credit': 1, 'rock': 1, 'tens': 1, 'drunk': 1, 'stuck': 1, 'gods': 1, 'trust': 1, 'lil': 2, 'pilin': 1, 'bus': 2, 'puffin': 1, 'juan': 1, 'condo': 1, 'open': 2, 'doors': 1, '12th': 1, 'bout': 2, 'crack': 1, 'layin': 1, 'shook': 1, 'dropped': 1, 'swole': 4, 'prompt': 1, 'somethin': 8, 'oooh': 1, 'echoes': 1, 'rainy': 1, 'early': 1, 'morn': 1, 'lethal': 1, 'legacy': 1, 'rapper': 1, 'mics': 1, 'torn': 1, 'peeps': 2, 'theres': 1, 'shot': 1, 'mcs': 1, 'years': 2, 'repped': 1, 'hustled': 1, 'signed': 1, 'contract': 1, 'decade': 1, 'ago': 1, 'south': 1, 'industry': 2, 'imbalance': 1, 'cheese': 1, 'sack': 1, 'whatever': 1, 'case': 1, 'means': 1, 'fucks': 1, 'does': 1, 'magazine': 1, 'established': 1, 'corleone': 1, 'well': 2, 'nowhere': 1, 'madness': 1, 'found': 1, 'studio': 1, 'buryin': 1, 'curb': 1, 'ditch': 1, 'dump': 2, 'sprint': 1, 'llac': 1, 'fifth': 1, 'pump': 1, 'ready': 2, 'lames': 1, 'ditches': 1, 'fakers': 1, 'bleed': 1, 'lb': 2, 'handle': 1, 'business': 1, 'twistas': 1, 'realm': 1, 'journey': 1, 'envision': 1, 'drama': 1, 'insane': 1, 'chaos': 1, 'threaten': 1, 'threatenin': 1, 'shotties': 1, 'sawed': 1, 'fears': 1, 'success': 1, 'hydro': 1, 'firm': 2, 'geo': 1, 'neo': 1, 'course': 1, 'sourcy': 1, 'morpheus': 1, 'sir': 1, 'marcus': 1, 'aurelius': 1, 'alias': 1, 'atheist': 1, 'against': 2, 'achiest': 1, 'aliens': 1, 'maybe': 1, 'controllin': 1, 'radius': 1, 'universe': 1, 'believe': 1, 'verse': 1, 'worst': 1, 'thatll': 2, 'disperse': 1, 'allies': 1, 'lords': 1, 'gangstas': 1, 'whoop': 1, 'mobsta': 1, 'click': 1, 'crews': 1, 'collide': 1, 'choose': 1, 'weapon': 1, 'pick': 1, 'load': 1, 'clickclack': 1, 'bogus': 1, 'whacked': 1, 'strap': 1, 'heard': 1, 'speaking': 1, 'chitowns': 1}"
