Word,Frequency
yo,"{'why': 0.03225806451612903, '5': 0.016129032258064516, 'grab': 0.016129032258064516, 'i': 0.04838709677419355, 'yo': 0.1774193548387097, 'when': 0.04838709677419355, 'niggas': 0.016129032258064516, 'dear': 0.016129032258064516, 'uh': 0.016129032258064516, 'im': 0.04838709677419355, 'once': 0.016129032258064516, 'take': 0.016129032258064516, 'the': 0.03225806451612903, 'whatever': 0.016129032258064516, 'shorty': 0.03225806451612903, 'now': 0.016129032258064516, 'it': 0.016129032258064516, 'what': 0.03225806451612903, 'yeah': 0.04838709677419355, 'clique': 0.016129032258064516, 'you': 0.016129032258064516, 'ahha': 0.016129032258064516, 'last': 0.016129032258064516, 'then': 0.016129032258064516, 'by': 0.016129032258064516, 'a': 0.016129032258064516, 'damn': 0.016129032258064516, 'hand': 0.016129032258064516, 'lot': 0.016129032258064516, 'go': 0.016129032258064516, 'listen': 0.016129032258064516, 'kiss': 0.03225806451612903, 'motherfucker': 0.016129032258064516, 'boss': 0.016129032258064516, 'my': 0.016129032258064516, 'ayo': 0.016129032258064516, 'think': 0.016129032258064516, 'guns': 0.016129032258064516, 'pocket': 0.016129032258064516}"
why,"{'is': 0.06282722513089005, 'them': 0.010471204188481676, 'they': 0.14659685863874344, 'you': 0.08376963350785341, 'my': 0.031413612565445025, 'are': 0.005235602094240838, 'at': 0.005235602094240838, 'did': 0.03664921465968586, 'all': 0.041884816753926704, 'oh': 0.015706806282722512, 'why': 0.05235602094240838, 'do': 0.031413612565445025, 'aaliyah': 0.005235602094240838, 'he': 0.005235602094240838, 'a': 0.010471204188481676, 'i': 0.11518324607329843, 'niggas': 0.005235602094240838, 'halle': 0.005235602094240838, 'denzel': 0.005235602094240838, 'the': 0.041884816753926704, 'rap': 0.005235602094240838, 'be': 0.005235602094240838, 'lie': 0.005235602094240838, 'aint': 0.010471204188481676, 'try': 0.005235602094240838, 'cause': 0.005235602094240838, 'we': 0.02617801047120419, 'when': 0.010471204188481676, 'everybody': 0.005235602094240838, 'cuz': 0.005235602094240838, 'yall': 0.010471204188481676, 'in': 0.005235602094240838, 'ma': 0.005235602094240838, 'im': 0.015706806282722512, 'this': 0.015706806282722512, 'because': 0.020942408376963352, 'yeah': 0.020942408376963352, 'vote': 0.005235602094240838, 'build': 0.005235602094240838, 'keep': 0.010471204188481676, 'rappers': 0.005235602094240838, 'die': 0.005235602094240838, 'dont': 0.005235602094240838, 'its': 0.010471204188481676, 'ey': 0.005235602094240838, 'there': 0.005235602094240838, 'uh': 0.005235602094240838, 'team': 0.005235602094240838, 'sell': 0.005235602094240838, 'it': 0.005235602094240838, 'for': 0.005235602094240838, 'sippin': 0.005235602094240838, 'deep': 0.005235602094240838, 'pac': 0.005235602094240838, 'these': 0.005235602094240838}"
is,"{'jadakiss': 0.0035842293906810036, 'the': 0.05734767025089606, 'a': 0.05734767025089606, 'rattin': 0.0035842293906810036, 'dyin': 0.0035842293906810036, 'gone': 0.0035842293906810036, 'in': 0.021505376344086023, 'this': 0.021505376344086023, 'you': 0.007168458781362007, 'violent': 0.0035842293906810036, 'back': 0.0035842293906810036, 'lame': 0.0035842293906810036, 'ask': 0.010752688172043012, 'expensive': 0.0035842293906810036, 'offensive': 0.0035842293906810036, 'just': 0.014336917562724014, 'clappin': 0.0035842293906810036, 'right': 0.010752688172043012, 'my': 0.007168458781362007, 'it': 0.025089605734767026, 'gonna': 0.0035842293906810036, 'light': 0.0035842293906810036, 'killas': 0.0035842293906810036, 'pissy': 0.0035842293906810036, 'get': 0.007168458781362007, 'd': 0.0035842293906810036, 'infared': 0.0035842293906810036, 'flourescent': 0.0035842293906810036, 'more': 0.014336917562724014, 'to': 0.0035842293906810036, 'acting': 0.0035842293906810036, 'still': 0.0035842293906810036, 'queer': 0.0035842293906810036, 'dead': 0.0035842293906810036, 'punch': 0.0035842293906810036, 'crazy': 0.010752688172043012, 'not': 0.010752688172043012, 'up': 0.014336917562724014, 'over': 0.021505376344086023, 'ridic': 0.0035842293906810036, 'what': 0.014336917562724014, 'playin': 0.0035842293906810036, 'deserting': 0.0035842293906810036, 'taking': 0.0035842293906810036, 'pitiful': 0.0035842293906810036, 'lonely': 0.0035842293906810036, 'nonsense': 0.0035842293906810036, 'caked': 0.0035842293906810036, 'based': 0.0035842293906810036, 'huntin': 0.0035842293906810036, 'im': 0.010752688172043012, 'similar': 0.007168458781362007, 'longer': 0.0035842293906810036, 'we': 0.0035842293906810036, 'with': 0.007168458781362007, 'suppose': 0.0035842293906810036, 'great': 0.007168458781362007, 'passion': 0.007168458781362007, 'courageous': 0.0035842293906810036, 'far': 0.0035842293906810036, 'her': 0.007168458781362007, 'innocent': 0.0035842293906810036, 'off': 0.007168458781362007, 'out': 0.010752688172043012, 'mine': 0.010752688172043012, 'that': 0.007168458781362007, 'thin': 0.0035842293906810036, 'thick': 0.0035842293906810036, 'now': 0.007168458781362007, 'hit': 0.0035842293906810036, 'all': 0.014336917562724014, 'brilliant': 0.0035842293906810036, 'on': 0.014336917562724014, 'building': 0.0035842293906810036, 'like': 0.007168458781362007, 'hot': 0.0035842293906810036, 'hurtin': 0.0035842293906810036, 'hard': 0.0035842293906810036, 'ill': 0.0035842293906810036, 'skies': 0.0035842293906810036, 'red': 0.007168458781362007, '7': 0.0035842293906810036, 'yours': 0.0035842293906810036, 'uncut': 0.0035842293906810036, 'pure': 0.0035842293906810036, 'due': 0.0035842293906810036, 'jealous': 0.0035842293906810036, 'official': 0.0035842293906810036, 'telling': 0.0035842293906810036, 'your': 0.0035842293906810036, 'loxville': 0.0035842293906810036, 'thousandaires': 0.0035842293906810036, 'for': 0.010752688172043012, 'old': 0.0035842293906810036, 'respect': 0.0035842293906810036, 'garbage': 0.0035842293906810036, 'bush': 0.0035842293906810036, 'jesus': 0.0035842293906810036, 'nas': 0.0035842293906810036, 'lets': 0.0035842293906810036, 'corporate': 0.0035842293906810036, 'certain': 0.0035842293906810036, 'invincible': 0.0035842293906810036, 'missin': 0.0035842293906810036, 'baby': 0.0035842293906810036, 'real': 0.007168458781362007, 'astronomical': 0.0035842293906810036, 'ass': 0.0035842293906810036, 'pussy': 0.0035842293906810036, 'me': 0.03942652329749104, 'part': 0.0035842293906810036, 'thorough': 0.0035842293906810036, 'lovely': 0.0035842293906810036, 'they': 0.0035842293906810036, 'clowns': 0.0035842293906810036, 'startin': 0.0035842293906810036, 'negative': 0.0035842293906810036, 'universal': 0.0035842293906810036, 'pain': 0.0035842293906810036, 'theone': 0.0035842293906810036, 'tryna': 0.017921146953405017, 'lames': 0.0035842293906810036, 'accepting': 0.0035842293906810036, 'reachable': 0.0035842293906810036, 'white': 0.0035842293906810036, 'domiere': 0.0035842293906810036, 'aint': 0.0035842293906810036, 'finish': 0.0035842293906810036, 'so': 0.0035842293906810036, 'here': 0.07168458781362007, 'and': 0.0035842293906810036, 'clean': 0.0035842293906810036, 'true': 0.0035842293906810036, 'called': 0.0035842293906810036, 'remain': 0.0035842293906810036, 'action': 0.0035842293906810036, 'intact': 0.0035842293906810036, 'look': 0.0035842293906810036, 'when': 0.0035842293906810036, 'hurt': 0.0035842293906810036, 'knockin': 0.0035842293906810036, 'rare': 0.0035842293906810036, 'happy': 0.0035842293906810036, 'sad': 0.0035842293906810036, 'riders': 0.0035842293906810036, 'name': 0.0035842293906810036, 'shells': 0.0035842293906810036}"
jadakiss,"{'as': 0.029411764705882353, 'motherfucker': 0.029411764705882353, 'yeah': 0.029411764705882353, 'and': 0.2647058823529412, 'so': 0.058823529411764705, 'oooh': 0.029411764705882353, '2x': 0.08823529411764706, 'no': 0.08823529411764706, 'i': 0.029411764705882353, 'nigga': 0.029411764705882353, 'fuckin': 0.058823529411764705, 'niggas': 0.029411764705882353, 'yall': 0.029411764705882353, 'aint': 0.17647058823529413, 'hes': 0.029411764705882353}"
as,"{'hard': 0.014492753623188406, 'it': 0.028985507246376812, 'soon': 0.08695652173913043, 'you': 0.13043478260869565, 'long': 0.07246376811594203, 'the': 0.10144927536231885, 'something': 0.014492753623188406, 'they': 0.08695652173913043, 'a': 0.10144927536231885, 'hell': 0.014492753623188406, 'i': 0.043478260869565216, 'far': 0.028985507246376812, 'me': 0.028985507246376812, 'im': 0.014492753623188406, 'december': 0.014492753623188406, 'well': 0.028985507246376812, 'each': 0.014492753623188406, 'my': 0.014492753623188406, 'real': 0.014492753623188406, 'if': 0.014492753623188406, 'fuck': 0.057971014492753624, 'somethin': 0.014492753623188406, 'ac': 0.014492753623188406, 'much': 0.014492753623188406, 'he': 0.014492753623188406, 'your': 0.014492753623188406}"
hard,"{'as': 0.041666666666666664, 'even': 0.020833333333333332, 'why': 0.0625, 'we': 0.020833333333333332, 'top': 0.041666666666666664, 'for': 0.08333333333333333, 'guy': 0.020833333333333332, 'tyanna': 0.020833333333333332, 'to': 0.375, 'enough': 0.020833333333333332, 'just': 0.020833333333333332, 'you': 0.020833333333333332, 'yeah': 0.020833333333333332, 'since': 0.020833333333333332, 'with': 0.020833333333333332, 'headedll': 0.020833333333333332, 'when': 0.020833333333333332, 'now': 0.020833333333333332, 'block': 0.020833333333333332, 'till': 0.020833333333333332, 'knock': 0.020833333333333332, 'part': 0.020833333333333332, 'til': 0.020833333333333332, 'fuck': 0.020833333333333332}"
it,"{'gets': 0.005235602094240838, 'poppin': 0.007853403141361256, 'my': 0.01832460732984293, 'why': 0.002617801047120419, 'is': 0.020942408376963352, 'kicking': 0.002617801047120419, 'we': 0.049738219895287955, 'i': 0.028795811518324606, 'and': 0.010471204188481676, 'hard': 0.002617801047120419, 'jadamwah': 0.002617801047120419, 'til': 0.002617801047120419, 'first': 0.002617801047120419, 'but': 0.007853403141361256, 'well': 0.005235602094240838, 'you': 0.015706806282722512, 'baby': 0.005235602094240838, 'become': 0.002617801047120419, 'aint': 0.0549738219895288, 'makes': 0.002617801047120419, 'gives': 0.002617801047120419, 'on': 0.01832460732984293, 'takes': 0.013089005235602094, 'if': 0.007853403141361256, 'right': 0.007853403141361256, 'something': 0.002617801047120419, 'out': 0.013089005235602094, 'must': 0.002617801047120419, 'up': 0.01832460732984293, 'mean': 0.002617801047120419, 'to': 0.013089005235602094, 'would': 0.002617801047120419, 'im': 0.002617801047120419, 'so': 0.007853403141361256, 'was': 0.020942408376963352, 'for': 0.010471204188481676, 'let': 0.002617801047120419, 'bigger': 0.002617801047120419, 'a': 0.002617801047120419, 'confidence': 0.002617801047120419, 'dont': 0.007853403141361256, 'from': 0.005235602094240838, 'caus': 0.002617801047120419, 'never': 0.002617801047120419, 'its': 0.010471204188481676, 'moves': 0.002617801047120419, 'comes': 0.005235602094240838, 'making': 0.002617801047120419, 'or': 0.002617801047120419, 'still': 0.002617801047120419, 'all': 0.028795811518324606, 'petition': 0.002617801047120419, 'undermines': 0.002617801047120419, 'with': 0.010471204188481676, 'ima': 0.005235602094240838, 'thats': 0.005235602094240838, 'gotta': 0.002617801047120419, 'protocol': 0.002617801047120419, 'like': 0.013089005235602094, 'unlaced': 0.002617801047120419, 'ordered': 0.002617801047120419, 'when': 0.01832460732984293, 'already': 0.002617801047120419, 'gave': 0.002617801047120419, 'kiss': 0.007853403141361256, 'kept': 0.002617801047120419, 'scarred': 0.002617801047120419, 'off': 0.010471204188481676, 'easy': 0.002617801047120419, 'that': 0.005235602094240838, 'these': 0.002617801047120419, 'dust': 0.002617801047120419, 'came': 0.002617801047120419, 'in': 0.06544502617801047, 'depends': 0.002617801047120419, 'just': 0.007853403141361256, 'leave': 0.002617801047120419, 'bark': 0.002617801047120419, 'rains': 0.02356020942408377, 'rain': 0.002617801047120419, 'nigga': 0.007853403141361256, 'pours': 0.01832460732984293, 'feel': 0.005235602094240838, 'look': 0.002617801047120419, 'go': 0.005235602094240838, 'twice': 0.002617801047120419, 'zone': 0.002617801047120419, 'dumped': 0.002617801047120419, 'the': 0.005235602094240838, 'feels': 0.002617801047120419, 'come': 0.002617801047120419, 'remains': 0.002617801047120419, 'get': 0.002617801047120419, 'took': 0.013089005235602094, 'fast': 0.002617801047120419, 'last': 0.002617801047120419, 'depending': 0.002617801047120419, 'sippin': 0.002617801047120419, 'big': 0.002617801047120419, 'do': 0.002617801047120419, 'shop': 0.002617801047120419, 'everybody': 0.002617801047120419, 'drug': 0.002617801047120419, 'feds': 0.002617801047120419, 'got': 0.002617801047120419, 'one': 0.05759162303664921, 'real': 0.007853403141361256, 'wasnt': 0.007853403141361256, 'clearer': 0.010471204188481676, 'before': 0.005235602094240838, 'wassup': 0.002617801047120419, 'falls': 0.002617801047120419, 'been': 0.002617801047120419, 'home': 0.002617801047120419, 'rip': 0.002617801047120419, 'dontmatter': 0.002617801047120419, 'youcant': 0.002617801047120419, 'itsreally': 0.002617801047120419, 'them': 0.002617801047120419, 'will': 0.002617801047120419, 'reason': 0.002617801047120419, 'goddamn': 0.002617801047120419, 'henny': 0.002617801047120419, 'they': 0.002617801047120419, 'uh': 0.005235602094240838, 'nah': 0.002617801047120419, 'somethings': 0.002617801047120419, 'often': 0.002617801047120419, 'keeps': 0.002617801047120419, 'closet': 0.002617801047120419, 'movin': 0.002617801047120419, 'cause': 0.005235602094240838, 'at': 0.002617801047120419, 'maybach': 0.002617801047120419, 'back': 0.002617801047120419, 'taste': 0.002617801047120419, 'stop': 0.002617801047120419, 'means': 0.005235602094240838, 'fucks': 0.002617801047120419, 'though': 0.002617801047120419, 'clap': 0.010471204188481676, '100': 0.002617801047120419, '200': 0.002617801047120419, 'bastards': 0.002617801047120419}"
gets,"{'why': 0.2, 'even': 0.2, 'deeper': 0.2, 'breathless': 0.2, 'heavier': 0.2}"
